siteengname	SO2 Average 	Maximum	X	Y	Months 	  Month/Year
Sanchong	2.03	13.6	121.493806	25.072611	19	
Zhongli	1.52	12.3	121.221667	24.953278	19	
Zhushan	1.66	9.2	120.677306	23.756389	19	
Yonghe	0.88	4.2	121.516306	25.017	19	
Fuxing	0.9	9.3	120.312017	22.608711	19	
Puli	0.81	5.1	120.967903	23.968842	19	
Matsu	0.93	4	119.9314938	26.15188416	19	
Kinmen	0.71	10.7	118.312256	24.432133	19	
Magong	1	2.2	119.566158	23.569031	19	
Guanshan	1.47	2.5	121.161933	23.045083	19	
Mailiao	0.85	5.2	120.251825	23.753506	19	
FugueiCape	1.07	6.1	121.5365689	25.29681695	19	
Dacheng	0.89	3.6	120.2696417	23.85493056	19	
Keelung	0.9	6.7	121.760056	25.129167	20	September
Xizhi	0.95	5.5	121.64081	25.06624	20	
Wanli	1.21	9.2	121.689881	25.179667	20	
Xindian	1.08	8.7	121.537778	24.977222	20	
Tucheng	1.78	7.5	121.451861	24.982528	20	
Banqiao	1.11	8	121.458667	25.012972	20	
Xinzhuang	0.8	6.3	121.4325	25.037972	20	
Cailiao	0.99	8.5	121.481028	25.06895	20	
Linkou	1.14	6.5	121.3654898	25.07798949	20	
Tamsui	1.34	7.4	121.449239	25.1645	20	
Shilin	1.4	11.5	121.5166636	25.10334003	20	
Zhongshan	0.98	5.7	121.526528	25.062361	20	
Wanhua	1.37	10.8	121.507972	25.046503	20	
Guting	0.68	5.1	121.529556	25.020608	20	
Songshan	1.11	6.7	121.578611	25.05	20	
Datong	1.71	19.5	121.5134207	25.06331455	20	
Taoyuan	0.82	5.8	121.3050053	24.9947107	20	
Dayuan	1.33	11.3	121.2025147	25.06100357	20	
Guanyin	0.89	4.2	121.0828309	25.03556747	20	
Pingzhen	0.62	6.6	121.203986	24.952786	20	
Longtan	1.89	10.8	121.2164577	24.86400048	20	
Hukou	2.77	23.6	121.0388689	24.90009696	20	
Zhudong	1.11	4.4	121.0889549	24.74091408	20	
Hsinchu	2.04	6.3	120.9723675	24.8056356	20	
Toufen	1.79	5	120.8986929	24.69690679	20	
Miaoli	1.39	4.9	120.8201147	24.56499183	20	
Sanyi	0.93	4	120.7595675	24.38248443	20	
Fengyuan	1.45	5.8	120.7425241	24.25699731	20	
Shalu	0.81	3.7	120.568794	24.225628	20	
Dali	1.55	9.6	120.6784444	24.09961111	20	
Zhongming	1.86	8	120.641092	24.151958	20	
Xitun	2.28	13.1	120.616917	24.162197	20	
Changhua	1.6	4.3	120.541519	24.066	20	
Xianxi	1.72	12.6	120.469061	24.131672	20	
Erlin	1.99	15.8	120.409653	23.925175	20	
Nantou	2.38	14.5	120.685306	23.913	20	
Douliu	1.99	14.7	120.544994	23.711853	20	
Lunbei	1.56	5.5	120.348742	23.757547	20	
Xingang	2.17	9.7	120.345531	23.554839	20	
Puzi	1.34	6.3	120.2478	23.46538	20	
Taixi	2.28	10.2	120.1993333	23.702175	20	
Chiayi	3.05	18.8	120.4412515	23.46477865	20	
Xinying	2.1	7.9	120.31725	23.305633	20	
Shanhua	1.79	7.1	120.2974053	23.11337642	20	
Annan	2.07	7.8	120.2175	23.048197	20	
Tainan	2.2	8.3	120.22085	22.99123	20	
Meinong	2.11	5.8	120.530542	22.883583	20	
Qiaotou	2.05	7.9	120.305689	22.757506	20	
Renwu	1.99	9.2	120.332631	22.689056	20	
Fengshan	2.56	64.2	120.357422	22.628126	20	
Daliao	1.89	5.8	120.425311	22.56413611	20	
Linyuan	1.97	11.2	120.41175	22.4795	20	
Nanzi	1.12	10.2	120.328289	22.733667	20	
Zuoying	1.15	13.7	120.292917	22.674861	20	
Qianjin	1.18	9.9	120.2867611	22.63390278	20	
Qianzhen	1.82	28.9	120.3083336	22.6044507	20	
Xiaogang	1.27	5.3	120.337736	22.565833	20	
Pingtung	2.04	32.6	120.488033	22.673081	20	
Chaozhou	1.42	8.8	120.561175	22.523108	20	
Hengchun	1.48	11.3	120.788928	21.958069	20	
Taitung	2.17	23.6	121.15045	22.755358	20	
Hualien	2.01	13.5	121.599769	23.971306	20	
Yangming	3.01	22.9	121.529583	25.182722	20	
Yilan	2.71	36.1	121.746394	24.747917	20	
Dongshan	1.54	18.6	121.792928	24.632203	20	
Sanchong	2.41	36.8	121.493806	25.072611	20	
Zhongli	2.18	12.7	121.221667	24.953278	20	
Zhushan	1.87	18.1	120.677306	23.756389	20	
Yonghe	1.04	3.9	121.516306	25.017	20	
Fuxing	1.28	11.7	120.312017	22.608711	20	
Puli	1.03	6.6	120.967903	23.968842	20	
Matsu	0.99	6.4	119.9314938	26.15188416	20	
Kinmen	0.59	3.9	118.312256	24.432133	20	
Magong	1.07	2.1	119.566158	23.569031	20	
Guanshan	1.39	4.7	121.161933	23.045083	20	
Mailiao	0.85	2.1	120.251825	23.753506	20	
FugueiCape	1.83	9.6	121.5365689	25.29681695	20	
Dacheng	0.94	4.2	120.2696417	23.85493056	20	
Keelung	0.68	2.2	121.760056	25.129167	21	Oct
Xizhi	0.99	3.5	121.64081	25.06624	21	
Wanli	0.86	13.5	121.689881	25.179667	21	
Xindian	0.75	6.5	121.537778	24.977222	21	
Tucheng	1.21	3.7	121.451861	24.982528	21	
Banqiao	1.04	5.3	121.458667	25.012972	21	
Xinzhuang	0.64	6.4	121.4325	25.037972	21	
Cailiao	1.11	8.8	121.481028	25.06895	21	
Linkou	0.8	9.3	121.3654898	25.07798949	21	
Tamsui	0.79	2.8	121.449239	25.1645	21	
Shilin	1.42	11.7	121.5166636	25.10334003	21	
Zhongshan	0.68	7.5	121.526528	25.062361	21	
Wanhua	1.11	3.1	121.507972	25.046503	21	
Guting	0.83	6.8	121.529556	25.020608	21	
Songshan	0.87	5.3	121.578611	25.05	21	
Datong	0.92	8.7	121.5134207	25.06331455	21	
Taoyuan	0.7	10.6	121.3050053	24.9947107	21	
Dayuan	0.95	4.2	121.2025147	25.06100357	21	
Guanyin	0.88	5.2	121.0828309	25.03556747	21	
Pingzhen	0.24	4.1	121.203986	24.952786	21	
Longtan	2.09	24.9	121.2164577	24.86400048	21	
Hukou	2.69	19	121.0388689	24.90009696	21	
Zhudong	0.78	4.1	121.0889549	24.74091408	21	
Hsinchu	1.61	19	120.9723675	24.8056356	21	
Toufen	1.39	4.2	120.8986929	24.69690679	21	
Miaoli	1.51	5.2	120.8201147	24.56499183	21	
Sanyi	1.23	4.6	120.7595675	24.38248443	21	
Fengyuan	1.23	3.9	120.7425241	24.25699731	21	
Shalu	0.83	3	120.568794	24.225628	21	
Dali	1.7	7	120.6784444	24.09961111	21	
Zhongming	2.03	6.5	120.641092	24.151958	21	
Xitun	1.91	8.4	120.616917	24.162197	21	
Changhua	1.56	7	120.541519	24.066	21	
Xianxi	2	9.2	120.469061	24.131672	21	
Erlin	1.96	9.2	120.409653	23.925175	21	
Nantou	2.13	10.9	120.685306	23.913	21	
Douliu	2.01	23	120.544994	23.711853	21	
Lunbei	1.7	6.6	120.348742	23.757547	21	
Xingang	2.21	7.7	120.345531	23.554839	21	
Puzi	1.31	4.2	120.2478	23.46538	21	
Taixi	3.13	16	120.1993333	23.702175	21	
Chiayi	2.7	15.4	120.4412515	23.46477865	21	
Xinying	1.63	11.5	120.31725	23.305633	21	
Shanhua	2.33	9.8	120.2974053	23.11337642	21	
Annan	2.22	6.3	120.2175	23.048197	21	
Tainan	2.36	6.8	120.22085	22.99123	21	
Meinong	2.45	8.8	120.530542	22.883583	21	
Qiaotou	2.53	7.9	120.305689	22.757506	21	
Renwu	2.47	19.5	120.332631	22.689056	21	
Fengshan	1.77	62.9	120.357422	22.628126	21	
Daliao	2.14	8.3	120.425311	22.56413611	21	
Linyuan	1.7	4.7	120.41175	22.4795	21	
Nanzi	1.49	6.4	120.328289	22.733667	21	
Zuoying	1.44	5.1	120.292917	22.674861	21	
Qianjin	1.87	5.7	120.2867611	22.63390278	21	
Qianzhen	1.9	14.4	120.3083336	22.6044507	21	
Xiaogang	1.31	5	120.337736	22.565833	21	
Pingtung	2.03	16.2	120.488033	22.673081	21	
Chaozhou	1.65	5.6	120.561175	22.523108	21	
Hengchun	1.87	7.4	120.788928	21.958069	21	
Taitung	2.48	7.5	121.15045	22.755358	21	
Hualien	1.7	9.1	121.599769	23.971306	21	
Yangming	2.79	32.7	121.529583	25.182722	21	
Yilan	2.39	14.1	121.746394	24.747917	21	
Dongshan	1.66	9.4	121.792928	24.632203	21	
Sanchong	2.35	11.1	121.493806	25.072611	21	
Zhongli	2.13	14.7	121.221667	24.953278	21	
Zhushan	1.94	7.9	120.677306	23.756389	21	
Yonghe	1.01	2.4	121.516306	25.017	21	
Fuxing	1.41	8.9	120.312017	22.608711	21	
Puli	1.15	17	120.967903	23.968842	21	
Matsu	0.91	5.5	119.9314938	26.15188416	21	
Kinmen	0.71	2.6	118.312256	24.432133	21	
Magong	1.12	3	119.566158	23.569031	21	
Guanshan	1.28	2.6	121.161933	23.045083	21	
Mailiao	0.89	2.2	120.251825	23.753506	21	
FugueiCape	1.81	5.9	121.5365689	25.29681695	21	
Dacheng	0.86	3	120.2696417	23.85493056	21	
Keelung	0.9	9.5	121.760056	25.129167	22	Nov
Xizhi	0.99	6.1	121.64081	25.06624	22	
Wanli	1.08	7.6	121.689881	25.179667	22	
Xindian	0.95	6.2	121.537778	24.977222	22	
Tucheng	1.33	7.1	121.451861	24.982528	22	
Banqiao	1.31	6.9	121.458667	25.012972	22	
Xinzhuang	1.17	6.4	121.4325	25.037972	22	
Cailiao	1.22	7	121.481028	25.06895	22	
Linkou	1.17	8.5	121.3654898	25.07798949	22	
Tamsui	1.11	4.6	121.449239	25.1645	22	
Shilin	1.52	11.4	121.5166636	25.10334003	22	
Zhongshan	0.79	3.7	121.526528	25.062361	22	
Wanhua	1.57	9	121.507972	25.046503	22	
Guting	0.89	4.6	121.529556	25.020608	22	
Songshan	1.03	5.7	121.578611	25.05	22	
Datong	1.04	23	121.5134207	25.06331455	22	
Taoyuan	0.84	6.7	121.3050053	24.9947107	22	
Dayuan	1.24	9.2	121.2025147	25.06100357	22	
Guanyin	1.29	4.6	121.0828309	25.03556747	22	
Pingzhen	0.39	6.4	121.203986	24.952786	22	
Longtan	2.53	11	121.2164577	24.86400048	22	
Hukou	2.92	17.4	121.0388689	24.90009696	22	
Zhudong	1.78	5.1	121.0889549	24.74091408	22	
Hsinchu	2	9.3	120.9723675	24.8056356	22	
Toufen	1.7	5	120.8986929	24.69690679	22	
Miaoli	1.61	5.4	120.8201147	24.56499183	22	
Sanyi	1.6	4.7	120.7595675	24.38248443	22	
Fengyuan	1.47	4	120.7425241	24.25699731	22	
Shalu	0.89	3	120.568794	24.225628	22	
Dali	1.58	6.2	120.6784444	24.09961111	22	
Zhongming	2.11	7.4	120.641092	24.151958	22	
Xitun	2.04	6.4	120.616917	24.162197	22	
Changhua	1.75	7.6	120.541519	24.066	22	
Xianxi	1.84	6.4	120.469061	24.131672	22	
Erlin	1.95	9.3	120.409653	23.925175	22	
Nantou	1.77	9.5	120.685306	23.913	22	
Douliu	1.85	17.9	120.544994	23.711853	22	
Lunbei	1.76	6.4	120.348742	23.757547	22	
Xingang	2.11	6	120.345531	23.554839	22	
Puzi	1.4	3.9	120.2478	23.46538	22	
Taixi	3.41	15.4	120.1993333	23.702175	22	
Chiayi	2.16	19.9	120.4412515	23.46477865	22	
Xinying	2.38	8.9	120.31725	23.305633	22	
Shanhua	2.07	8.1	120.2974053	23.11337642	22	
Annan	2.33	6.6	120.2175	23.048197	22	
Tainan	2.33	8.1	120.22085	22.99123	22	
Meinong	2.7	8.3	120.530542	22.883583	22	
Qiaotou	2.56	9.8	120.305689	22.757506	22	
Renwu	3.5	25.7	120.332631	22.689056	22	
Fengshan	1.7	14.5	120.357422	22.628126	22	
Daliao	2.4	8	120.425311	22.56413611	22	
Linyuan	1.75	4.7	120.41175	22.4795	22	
Nanzi	1.72	8.9	120.328289	22.733667	22	
Zuoying	1.87	7.8	120.292917	22.674861	22	
Qianjin	1.71	4.6	120.2867611	22.63390278	22	
Qianzhen	2.11	8.5	120.3083336	22.6044507	22	
Xiaogang	1.59	5.5	120.337736	22.565833	22	
Pingtung	2.74	16.1	120.488033	22.673081	22	
Chaozhou	1.99	10.7	120.561175	22.523108	22	
Hengchun	2.19	8	120.788928	21.958069	22	
Taitung	2.22	5.5	121.15045	22.755358	22	
Hualien	2.08	9.4	121.599769	23.971306	22	
Yangming	2.84	13.8	121.529583	25.182722	22	
Yilan	2.67	13.5	121.746394	24.747917	22	
Dongshan	1.96	7.8	121.792928	24.632203	22	
Sanchong	2.57	9.4	121.493806	25.072611	22	
Zhongli	2.99	14.9	121.221667	24.953278	22	
Zhushan	1.63	10.5	120.677306	23.756389	22	
Yonghe	1.13	2.9	121.516306	25.017	22	
Fuxing	1.55	8.8	120.312017	22.608711	22	
Puli	1.7	27.9	120.967903	23.968842	22	
Matsu	0.76	5.3	119.9314938	26.15188416	22	
Kinmen	0.93	5	118.312256	24.432133	22	
Magong	1.09	2.3	119.566158	23.569031	22	
Guanshan	1.44	2.4	121.161933	23.045083	22	
Mailiao	0.85	1.8	120.251825	23.753506	22	
FugueiCape	2.73	16.2	121.5365689	25.29681695	22	
Dacheng	1.45	6.8	120.2696417	23.85493056	22	
Keelung	0.94	4.2	121.760056	25.129167	23	December
Xizhi	0.93	2.5	121.64081	25.06624	23	
Wanli	1	8	121.689881	25.179667	23	
Xindian	0.98	5.7	121.537778	24.977222	23	
Tucheng	1.26	7.6	121.451861	24.982528	23	
Banqiao	1.11	7.8	121.458667	25.012972	23	
Xinzhuang	0.96	10.7	121.4325	25.037972	23	
Cailiao	1.4	13.8	121.481028	25.06895	23	
Linkou	1.13	5.4	121.3654898	25.07798949	23	
Tamsui	0.95	3.3	121.449239	25.1645	23	
Shilin	1.52	18.3	121.5166636	25.10334003	23	
Zhongshan	0.87	10.3	121.526528	25.062361	23	
Wanhua	1.53	5.9	121.507972	25.046503	23	
Guting	0.91	8.2	121.529556	25.020608	23	
Songshan	1.02	8.9	121.578611	25.05	23	
Datong	1.03	17	121.5134207	25.06331455	23	
Taoyuan	0.71	8.6	121.3050053	24.9947107	23	
Dayuan	1.17	6.7	121.2025147	25.06100357	23	
Guanyin	0.77	2.3	121.0828309	25.03556747	23	
Pingzhen	0.26	2	121.203986	24.952786	23	
Longtan	2.64	8.6	121.2164577	24.86400048	23	
Hukou	2.4	18.8	121.0388689	24.90009696	23	
Zhudong	1.13	4.1	121.0889549	24.74091408	23	
Hsinchu	1.91	9.2	120.9723675	24.8056356	23	
Toufen	1.62	5.5	120.8986929	24.69690679	23	
Miaoli	1.61	5.7	120.8201147	24.56499183	23	
Sanyi	1.28	3.9	120.7595675	24.38248443	23	
Fengyuan	1.24	3.3	120.7425241	24.25699731	23	
Shalu	0.82	3.2	120.568794	24.225628	23	
Dali	1.36	4.5	120.6784444	24.09961111	23	
Zhongming	2.11	10.9	120.641092	24.151958	23	
Xitun	2.05	7	120.616917	24.162197	23	
Changhua	1.51	4.4	120.541519	24.066	23	
Xianxi	1.78	3.3	120.469061	24.131672	23	
Erlin	1.65	3.3	120.409653	23.925175	23	
Nantou	1.15	3	120.685306	23.913	23	
Douliu	1.56	4	120.544994	23.711853	23	
Lunbei	1.63	4.8	120.348742	23.757547	23	
Xingang	2.21	6.3	120.345531	23.554839	23	
Puzi	1.36	2.6	120.2478	23.46538	23	
Taixi	2.81	12.3	120.1993333	23.702175	23	
Chiayi	1.79	10.9	120.4412515	23.46477865	23	
Xinying	1.92	9.4	120.31725	23.305633	23	
Shanhua	1.56	7.8	120.2974053	23.11337642	23	
Annan	1.89	5.9	120.2175	23.048197	23	
Tainan	2.04	7.7	120.22085	22.99123	23	
Meinong	2.15	6.5	120.530542	22.883583	23	
Qiaotou	2.5	9.6	120.305689	22.757506	23	
Renwu	3.26	44.1	120.332631	22.689056	23	
Fengshan	1.35	10.8	120.357422	22.628126	23	
Daliao	1.96	5.9	120.425311	22.56413611	23	
Linyuan	1.56	4.8	120.41175	22.4795	23	
Nanzi	1.64	5	120.328289	22.733667	23	
Zuoying	1.77	5.6	120.292917	22.674861	23	
Qianjin	2.03	6.6	120.2867611	22.63390278	23	
Qianzhen	2.06	11.2	120.3083336	22.6044507	23	
Xiaogang	1.52	5.5	120.337736	22.565833	23	
Pingtung	3.01	20.6	120.488033	22.673081	23	
Chaozhou	1.9	7.2	120.561175	22.523108	23	
Hengchun	2.09	7.4	120.788928	21.958069	23	
Taitung	2.77	15.3	121.15045	22.755358	23	
Hualien	1.96	13.5	121.599769	23.971306	23	
Yangming	3.33	23	121.529583	25.182722	23	
Yilan	2.76	29.6	121.746394	24.747917	23	
Dongshan	1.92	11.7	121.792928	24.632203	23	
Sanchong	2.63	12.5	121.493806	25.072611	23	
Zhongli	3.44	26.9	121.221667	24.953278	23	
Zhushan	1.84	18	120.677306	23.756389	23	
Yonghe	1.2	3.4	121.516306	25.017	23	
Fuxing	1.77	11.6	120.312017	22.608711	23	
Puli	0.78	16.7	120.967903	23.968842	23	
Matsu	0.78	6.7	119.9314938	26.15188416	23	
Kinmen	0.82	6.5	118.312256	24.432133	23	
Magong	1.1	2.3	119.566158	23.569031	23	
Guanshan	1.35	2.1	121.161933	23.045083	23	
Mailiao	0.87	2.7	120.251825	23.753506	23	
FugueiCape	2.56	13.7	121.5365689	25.29681695	23	
Dacheng	1.57	7.8	120.2696417	23.85493056	23	
Keelung	0.87	6.3	121.760056	25.129167	24	Jan-22
Xizhi	0.78	5.4	121.64081	25.06624	24	
Wanli	0.95	4.1	121.689881	25.179667	24	
Xindian	0.93	5	121.537778	24.977222	24	
Tucheng	1.23	6.4	121.451861	24.982528	24	
Banqiao	1.06	5.1	121.458667	25.012972	24	
Xinzhuang	0.89	3.3	121.4325	25.037972	24	
Cailiao	1.29	4.6	121.481028	25.06895	24	
Linkou	1.16	9.5	121.3654898	25.07798949	24	
Tamsui	0.97	5.6	121.449239	25.1645	24	
Shilin	1.17	5.6	121.5166636	25.10334003	24	
Zhongshan	0.9	3	121.526528	25.062361	24	
Wanhua	1.35	6.2	121.507972	25.046503	24	
Guting	0.75	3.6	121.529556	25.020608	24	
Songshan	1.05	4.1	121.578611	25.05	24	
Datong	1.05	9.9	121.5134207	25.06331455	24	
Taoyuan	0.55	4.7	121.3050053	24.9947107	24	
Dayuan	1.12	9.6	121.2025147	25.06100357	24	
Guanyin	0.66	2.8	121.0828309	25.03556747	24	
Pingzhen	0.23	2.2	121.203986	24.952786	24	
Longtan	2.41	9.9	121.2164577	24.86400048	24	
Hukou	2.01	13.2	121.0388689	24.90009696	24	
Zhudong	0.92	2.6	121.0889549	24.74091408	24	
Hsinchu	1.82	5.7	120.9723675	24.8056356	24	
Toufen	1.41	3.1	120.8986929	24.69690679	24	
Miaoli	1.56	3.5	120.8201147	24.56499183	24	
Sanyi	1.2	4	120.7595675	24.38248443	24	
Fengyuan	1.22	3.5	120.7425241	24.25699731	24	
Shalu	0.73	3.6	120.568794	24.225628	24	
Dali	1.15	2.9	120.6784444	24.09961111	24	
Zhongming	2.05	6.5	120.641092	24.151958	24	
Xitun	2.07	4.8	120.616917	24.162197	24	
Changhua	1.49	4.4	120.541519	24.066	24	
Xianxi		3.3	120.469061	24.131672	24	
Erlin	1.59	3.2	120.409653	23.925175	24	
Nantou	1.16	4.2	120.685306	23.913	24	
Douliu	1.53	3.6	120.544994	23.711853	24	
Lunbei	1.53	4.1	120.348742	23.757547	24	
Xingang	1.95	3.7	120.345531	23.554839	24	
Puzi	1.22	2.4	120.2478	23.46538	24	
Taixi	2.72	8	120.1993333	23.702175	24	
Chiayi	1.52	4.9	120.4412515	23.46477865	24	
Xinying	2.04	8.8	120.31725	23.305633	24	
Shanhua	1.21	6.7	120.2974053	23.11337642	24	
Annan	1.71	4.3	120.2175	23.048197	24	
Tainan	1.83	7.3	120.22085	22.99123	24	
Meinong	1.89	8.1	120.530542	22.883583	24	
Qiaotou	1.92	7.3	120.305689	22.757506	24	
Renwu	2.95	35	120.332631	22.689056	24	
Fengshan	1.74	6.1	120.357422	22.628126	24	
Daliao	1.89	7	120.425311	22.56413611	24	
Linyuan	1.43	4.3	120.41175	22.4795	24	
Nanzi	1.5	5	120.328289	22.733667	24	
Zuoying	1.63	4.7	120.292917	22.674861	24	
Qianjin	2.21	6.2	120.2867611	22.63390278	24	
Qianzhen	1.58	8.7	120.3083336	22.6044507	24	
Xiaogang	1.35	3.8	120.337736	22.565833	24	
Pingtung	2.89	16	120.488033	22.673081	24	
Chaozhou	1.59	4.4	120.561175	22.523108	24	
Hengchun	1.9	4	120.788928	21.958069	24	
Taitung	2.69	5.7	121.15045	22.755358	24	
Hualien	1.61	7.1	121.599769	23.971306	24	
Yangming	2.71	18.8	121.529583	25.182722	24	
Yilan	2.48	11.6	121.746394	24.747917	24	
Dongshan	1.76	12.1	121.792928	24.632203	24	
Sanchong	2.26	23.9	121.493806	25.072611	24	
Zhongli	3.14	34.1	121.221667	24.953278	24	
Zhushan	1.5	13.6	120.677306	23.756389	24	
Yonghe	1.14	3.1	121.516306	25.017	24	
Fuxing	2.03	8.1	120.312017	22.608711	24	
Puli	1.95	21.1	120.967903	23.968842	24	
Matsu	0.77	4.3	119.9314938	26.15188416	24	
Kinmen	0.82	3.5	118.312256	24.432133	24	
Magong	0.94	2.3	119.566158	23.569031	24	
Guanshan	1.34	2.2	121.161933	23.045083	24	
Mailiao	0.75	1.3	120.251825	23.753506	24	
FugueiCape	2.32	12.6	121.5365689	25.29681695	24	
Dacheng	1.54	9.3	120.2696417	23.85493056	24	
Keelung	0.85	13.6	121.760056	25.129167	25	Feb
Xizhi	0.72	3.8	121.64081	25.06624	25	
Wanli	0.88	3.4	121.689881	25.179667	25	
Xindian	0.77	5.1	121.537778	24.977222	25	
Tucheng	1.15	4.4	121.451861	24.982528	25	
Banqiao	1.02	4.8	121.458667	25.012972	25	
Xinzhuang	0.79	3.2	121.4325	25.037972	25	
Cailiao	1.07	3.2	121.481028	25.06895	25	
Linkou	1.06	4.2	121.3654898	25.07798949	25	
Tamsui	0.93	8.9	121.449239	25.1645	25	
Shilin	1.05	7.4	121.5166636	25.10334003	25	
Zhongshan	0.81	2.7	121.526528	25.062361	25	
Wanhua	1.3	3.3	121.507972	25.046503	25	
Guting	0.72	3.2	121.529556	25.020608	25	
Songshan	0.88	2.5	121.578611	25.05	25	
Datong	0.77	3.3	121.5134207	25.06331455	25	
Taoyuan	0.58	2.9	121.3050053	24.9947107	25	
Dayuan	0.95	2.7	121.2025147	25.06100357	25	
Guanyin	0.67	3.3	121.0828309	25.03556747	25	
Pingzhen	0.35	3.7	121.203986	24.952786	25	
Longtan	2.03	22.4	121.2164577	24.86400048	25	
Hukou	1.45	73.4	121.0388689	24.90009696	25	
Zhudong	0.8	2	121.0889549	24.74091408	25	
Hsinchu	1.71	6.9	120.9723675	24.8056356	25	
Toufen	1.13	2.8	120.8986929	24.69690679	25	
Miaoli	1.1	2.7	120.8201147	24.56499183	25	
Sanyi	0.95	2.5	120.7595675	24.38248443	25	
Fengyuan	0.98	3.7	120.7425241	24.25699731	25	
Shalu	0.64	1.9	120.568794	24.225628	25	
Dali	1.02	3.1	120.6784444	24.09961111	25	
Zhongming	1.64	8.9	120.641092	24.151958	25	
Xitun	1.89	6.4	120.616917	24.162197	25	
Changhua	1.48	4.8	120.541519	24.066	25	
Xianxi		6.2	120.469061	24.131672	25	
Erlin	1.55	9.7	120.409653	23.925175	25	
Nantou	0.96	6.8	120.685306	23.913	25	
Douliu	1.34	2.8	120.544994	23.711853	25	
Lunbei	1.42	4.9	120.348742	23.757547	25	
Xingang	1.39	3	120.345531	23.554839	25	
Puzi	1.19	3.5	120.2478	23.46538	25	
Taixi	2.44	8.3	120.1993333	23.702175	25	
Chiayi	1.39	9.2	120.4412515	23.46477865	25	
Xinying	1.54	5.9	120.31725	23.305633	25	
Shanhua	0.91	4.7	120.2974053	23.11337642	25	
Annan	1.39	5.1	120.2175	23.048197	25	
Tainan	1.51	4.9	120.22085	22.99123	25	
Meinong	1.45	5.3	120.530542	22.883583	25	
Qiaotou	1.56	4.8	120.305689	22.757506	25	
Renwu	2.61	26.5	120.332631	22.689056	25	
Fengshan	1.42	15	120.357422	22.628126	25	
Daliao	1.17	4.1	120.425311	22.56413611	25	
Linyuan	0.94	3.5	120.41175	22.4795	25	
Nanzi	1.38	4.9	120.328289	22.733667	25	
Zuoying	1.25	5.2	120.292917	22.674861	25	
Qianjin	1.73	5	120.2867611	22.63390278	25	
Qianzhen	1.2	5.8	120.3083336	22.6044507	25	
Xiaogang	1.19	5.9	120.337736	22.565833	25	
Pingtung	2.37	11.6	120.488033	22.673081	25	
Chaozhou	1.21	4.2	120.561175	22.523108	25	
Hengchun	1.61	6.4	120.788928	21.958069	25	
Taitung	2.34	5.6	121.15045	22.755358	25	
Hualien	1.33	5.3	121.599769	23.971306	25	
Yangming	2.3	26.7	121.529583	25.182722	25	
Yilan	2.55	10.7	121.746394	24.747917	25	
Dongshan	1.28	6.9	121.792928	24.632203	25	
Sanchong	1.86	8.6	121.493806	25.072611	25	
Zhongli	2.85	15.2	121.221667	24.953278	25	
Zhushan	1.23	6.8	120.677306	23.756389	25	
Yonghe	1.11	3.7	121.516306	25.017	25	
Fuxing	1.96	13.3	120.312017	22.608711	25	
Puli	0.71	3.3	120.967903	23.968842	25	
Matsu	0.69	4.3	119.9314938	26.15188416	25	
Kinmen	0.71	2.7	118.312256	24.432133	25	
Magong	0.96	2.3	119.566158	23.569031	25	
Guanshan	1.38	5.6	121.161933	23.045083	25	
Mailiao	0.81	1.5	120.251825	23.753506	25	
FugueiCape	1.63	5.1	121.5365689	25.29681695	25	
Dacheng	1.46	7.7	120.2696417	23.85493056	25	
Keelung	1.15	5.8	121.760056	25.129167	26	March
Xizhi	0.85	5.2	121.64081	25.06624	26	
Wanli	1.05	5.3	121.689881	25.179667	26	
Xindian	1.06	10.1	121.537778	24.977222	26	
Tucheng	1.41	5.6	121.451861	24.982528	26	
Banqiao	1.28	6.8	121.458667	25.012972	26	
Xinzhuang	0.94	7.8	121.4325	25.037972	26	
Cailiao	1.53	11.5	121.481028	25.06895	26	
Linkou	1.55	11.3	121.3654898	25.07798949	26	
Tamsui	1.18	4.8	121.449239	25.1645	26	
Shilin	1.45	12.2	121.5166636	25.10334003	26	
Zhongshan	1.01	8.6	121.526528	25.062361	26	
Wanhua	1.51	6.3	121.507972	25.046503	26	
Guting	1.25	7.2	121.529556	25.020608	26	
Songshan	0.98	7.2	121.578611	25.05	26	
Datong	1.1	7.7	121.5134207	25.06331455	26	
Taoyuan	0.83	7.8	121.3050053	24.9947107	26	
Dayuan	1.07	5.1	121.2025147	25.06100357	26	
Guanyin	0.85	4.3	121.0828309	25.03556747	26	
Pingzhen	0.46	6.5	121.203986	24.952786	26	
Longtan	2.24	13.8	121.2164577	24.86400048	26	
Hukou	3.01	28.6	121.0388689	24.90009696	26	
Zhudong	1.01	3.3	121.0889549	24.74091408	26	
Hsinchu	2.12	8.4	120.9723675	24.8056356	26	
Toufen	1.44	4.8	120.8986929	24.69690679	26	
Miaoli	1.33	6	120.8201147	24.56499183	26	
Sanyi	1.07	5.3	120.7595675	24.38248443	26	
Fengyuan	1.15	4.8	120.7425241	24.25699731	26	
Shalu	0.84	2.2	120.568794	24.225628	26	
Dali	1.16	3.5	120.6784444	24.09961111	26	
Zhongming	1.85	6.1	120.641092	24.151958	26	
Xitun	2.09	5.8	120.616917	24.162197	26	
Changhua	1.55	5.9	120.541519	24.066	26	
Xianxi	1.51	8	120.469061	24.131672	26	
Erlin	1.92	6.4	120.409653	23.925175	26	
Nantou	1.38	8.5	120.685306	23.913	26	
